Industry,Packaging_Material,Material_Type,Packaged_Item,Strength,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Packaging_Cost_INR,Strength_Encoded,CO2_Impact_Index,Cost_per_kg,Cost_Efficiency_Index,Material_Suitability_Score,Log_Packaging_Cost,Sustainability_Tier
Automotive,Kraft Paper,Paper,Air Filter,Medium,13.36,67,44,87,20.3,2,61.5,1.5195,96.835,77.742,3.0587,Excellent
Cosmetics,Sbs Board,Cardboard,Face Cream,Medium,17.56,65,41,90,7.19,2,62.0,0.4095,99.147,79.22,2.1029,Excellent
Food,Glass Jar,Glass,Coconut Oil,High,25.97,35,54,92,37.78,3,40.5,1.4548,96.969,79.392,3.6579,Excellent
Construction,Jute Sack,Natural Fiber,Concrete Hardener,High,26.61,89,22,90,3.49,3,83.5,0.1312,99.727,92.482,1.5019,Excellent
Healthcare,Recycled Cardboard Box,Recycled Cardboard,Antiseptic Cream,High,44.96,69,35,93,18.98,3,67.0,0.4222,99.12,88.13,2.9947,Excellent
Healthcare,Recycled Glass Jar,Recycled Glass,Injections,High,24.82,37,50,98,52.32,3,43.5,2.108,95.609,81.452,3.9763,Excellent
Furniture,Jute Sack,Natural Fiber,Study Table,High,27.62,89,20,86,2.04,3,84.5,0.0739,99.846,91.812,1.1119,Excellent
Toys,Kraft Paper,Paper,Soft Toys,Medium,14.01,67,48,83,13.09,2,59.5,0.9343,98.054,76.447,2.6455,Excellent
Textiles,Corrugated Cardboard,Cardboard,Kurta,High,55.98,67,40,88,40.94,3,63.5,0.7313,98.477,85.669,3.7362,Excellent
Toys,Bamboo Container,Natural Fiber,Cricket Bat,High,13.59,91,18,83,20.62,3,86.5,1.5173,96.839,90.91,3.0736,Excellent
Furniture,Cork Packaging,Natural Material,Side Table,Medium,8.65,85,19,82,21.56,2,83.0,2.4925,94.808,82.435,3.1162,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Action Figures,High,40.69,75,40,95,1.36,3,67.5,0.0334,99.93,88.982,0.8587,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Dressing Table,High,49.51,75,38,92,35.25,3,68.5,0.712,98.517,88.179,3.5904,Excellent
Construction,Stone Paper,Paper,Cement Bags,Medium,12.27,60,50,89,16.63,2,55.0,1.3553,97.177,76.378,2.8696,Excellent
Automotive,Aluminum Can,Metal,Windshield Wiper,High,10.09,21,71,98,25.59,3,25.0,2.5362,94.717,75.679,3.2805,Excellent
Food,Sugarcane Bottle,Bioplastic,Beer,Medium,7.38,84,29,75,6.51,2,77.5,0.8821,98.162,79.874,2.0162,Excellent
Construction,Aluminum Can,Metal,Putty,High,10.07,18,70,95,133.72,3,24.0,13.279,72.338,69.034,4.9032,Good
Cosmetics,Rpet Tray,Recycled Plastic,Face Serum,Medium,10.05,12,69,76,3.8,2,21.5,0.3781,99.212,63.586,1.5686,Good
Cosmetics,Cork Packaging,Natural Material,Bath Salts,Medium,10.83,91,24,85,3.43,2,83.5,0.3167,99.34,84.468,1.4884,Excellent
Food,Aluminum Can,Metal,Frozen Vegetables,High,9.04,18,75,97,130.25,3,21.5,14.4082,69.985,68.196,4.8771,Good
Cosmetics,Cork Packaging,Natural Material,Toner,Medium,10.18,86,24,83,34.82,2,81.0,3.4204,92.875,81.602,3.5785,Excellent
Healthcare,Kraft Paper,Paper,Insulin,Medium,14.71,64,44,83,0.63,2,60.0,0.0428,99.911,77.061,0.4886,Excellent
Automotive,Molded Pulp,Paper,Seat Covers,Medium,8.59,78,34,94,5.16,2,72.0,0.6007,98.749,83.121,1.8181,Excellent
Toys,Kraft Paper,Paper,Dolls,Medium,14.26,64,46,82,1.13,2,59.0,0.0792,99.835,76.492,0.7561,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Marble Polish,High,40.77,73,39,92,28.71,3,67.0,0.7042,98.533,87.733,3.3915,Excellent
Home Appliances,Molded Pulp,Paper,Food Processor,Medium,8.79,81,34,95,4.21,2,73.5,0.479,99.002,83.884,1.6506,Excellent
Furniture,Kraft Paper,Paper,Study Table,Medium,17.22,68,45,84,1.8,2,61.5,0.1045,99.782,77.729,1.0296,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Remote Control Car,High,39.16,74,41,89,5.19,3,66.5,0.1325,99.724,87.131,1.8229,Excellent
Automotive,Molded Pulp,Paper,Exhaust Gasket,Medium,9.18,76,35,94,13.09,2,70.5,1.4259,97.03,82.241,2.6455,Excellent
Cosmetics,Bamboo Container,Natural Fiber,Micellar Water,High,15.03,90,22,80,11.66,3,84.0,0.7758,98.384,89.796,2.5384,Excellent
Electronics,Corrugated Cardboard,Cardboard,Calculator,High,45.23,70,39,91,23.49,3,65.5,0.5193,98.918,87.13,3.1983,Excellent
Automotive,Honeycomb Board,Cardboard,Car Battery,High,43.21,75,37,93,8.61,3,69.0,0.1993,99.585,88.846,2.2628,Excellent
Automotive,Recycled Cardboard Box,Recycled Cardboard,Exhaust Gasket,High,47.82,75,39,94,9.52,3,68.0,0.1991,99.585,88.796,2.3533,Excellent
Toys,Sbs Board,Cardboard,Badminton Set,Medium,17.54,67,42,87,11.64,2,62.5,0.6636,98.618,78.488,2.5369,Excellent
Cosmetics,Amber Glass Bottle,Glass,Perfume,High,26.82,33,56,95,39.46,3,38.5,1.4713,96.935,79.534,3.7003,Excellent
Construction,Corrugated Cardboard,Cardboard,Wall Putty,High,53.35,69,42,87,11.9,3,63.5,0.2231,99.535,85.684,2.5572,Excellent
Toys,Sbs Board,Cardboard,Dolls,Medium,19.1,65,44,87,11.15,2,60.5,0.5838,98.784,77.929,2.4973,Excellent
Furniture,Honeycomb Board,Cardboard,Computer Desk,High,37.95,70,35,91,6.3,3,67.5,0.166,99.654,87.914,1.9879,Excellent
Cosmetics,Hemp Fiber Bag,Natural Fiber,Face Cream,Medium,11.24,93,21,88,31.51,2,86.0,2.8034,94.16,84.673,3.4815,Excellent
Textiles,Cotton Bag,Natural Fiber,School Uniform,Medium,11.22,92,19,82,6.17,2,86.5,0.5499,98.854,84.497,1.9699,Excellent
Electronics,Honeycomb Board,Cardboard,Laptop,High,36.95,75,35,92,11.58,3,70.0,0.3134,99.347,88.837,2.5321,Excellent
Food,Areca Nut Leaf Box,Natural Fiber,Soy Sauce,Medium,5.43,91,16,96,4.36,2,87.5,0.8029,98.327,88.165,1.679,Excellent
Furniture,Kraft Paper,Paper,Folding Table,Medium,15.35,63,47,87,13.18,2,58.0,0.8586,98.211,77.036,2.6518,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Earphones,Low,7.33,87,26,91,59.14,1,80.5,8.0682,83.193,74.365,4.0967,Good
Automotive,Jute Sack,Natural Fiber,Cleaning Spray,High,28.68,89,19,91,35.87,3,85.0,1.2507,97.395,92.599,3.6074,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Air Purifier,Low,3.3,87,22,74,16.83,1,82.5,5.1,89.376,72.261,2.8809,Good
Toys,Sbs Board,Cardboard,Puzzles,Medium,15.48,64,41,89,1.3,2,61.5,0.084,99.825,78.99,0.8329,Excellent
Automotive,Molded Pulp,Paper,Spark Plugs,Medium,11.45,76,37,93,0.72,2,69.5,0.0629,99.869,82.401,0.5423,Excellent
Home Appliances,Honeycomb Board,Cardboard,Microwave,High,35.35,74,38,94,5.13,3,68.0,0.1451,99.698,88.824,1.8132,Excellent
Home Appliances,Honeycomb Board,Cardboard,Mixer Grinder,High,44.51,73,40,92,11.57,3,66.5,0.2599,99.459,87.815,2.5313,Excellent
Food,Sugarcane Bottle,Bioplastic,Fruit Juice,Medium,7.28,83,28,72,14.82,2,77.5,2.0357,95.759,78.523,2.7613,Excellent
Healthcare,Recycled Cardboard Box,Recycled Cardboard,Vitamins,High,39.71,73,40,92,7.37,3,66.5,0.1856,99.613,87.853,2.1247,Excellent
Food,Glass Jar,Glass,Salt,High,28.47,36,51,94,84.53,3,42.5,2.9691,93.815,79.704,4.4489,Excellent
Furniture,Molded Pulp,Paper,Chair,Medium,9.97,78,32,92,25.33,2,73.0,2.5406,94.708,81.91,3.2707,Excellent
Healthcare,Glass Vial,Glass,Pregnancy Test Kit,Medium,5.71,43,55,98,18.06,2,44.0,3.1629,93.411,74.386,2.9476,Good
Home Appliances,Corn Starch Foam,Bioplastic,Stand Mixer,Low,3.44,88,25,72,9.52,1,81.5,2.7674,94.235,72.675,2.3533,Good
Construction,Steel Can,Metal,Waterproofing Chemical,High,22.57,18,77,96,29.73,3,20.5,1.3172,97.256,74.464,3.4252,Good
Automotive,Steel Can,Metal,Fuel Injector,High,20.04,21,77,97,9.21,3,22.0,0.4596,99.043,75.611,2.3234,Excellent
Healthcare,Aluminum Tube,Metal,Insulin,Medium,5.52,20,70,89,123.02,2,25.0,22.2862,53.574,56.477,4.8204,Good
Construction,Recycled Cardboard Box,Recycled Cardboard,Sealant,High,41.89,73,35,90,14.18,3,69.0,0.3385,99.295,88.024,2.72,Excellent
Automotive,Recycled Cardboard Box,Recycled Cardboard,Spark Plugs,High,45.94,73,37,90,1.52,3,68.0,0.0331,99.931,87.883,0.9243,Excellent
Automotive,Tin Container,Metal,Spark Plugs,High,14.26,16,73,99,39.91,3,21.5,2.7987,94.17,74.742,3.7114,Good
Electronics,Wheat Straw Pulp Box,Agricultural Waste,Hard Drive,Medium,7.27,89,25,87,45.77,2,82.0,6.2957,86.885,81.405,3.8452,Excellent
Construction,Aluminum Can,Metal,Rust Remover,High,10.16,18,70,97,117.06,3,24.0,11.5217,75.998,70.45,4.7712,Good
Cosmetics,Hemp Fiber Bag,Natural Fiber,Eye Shadow,Medium,11.52,88,19,88,75.19,2,84.5,6.5269,86.403,82.284,4.3332,Excellent
Construction,Steel Can,Metal,Wall Putty,High,21.78,17,75,94,92.56,3,21.0,4.2498,91.147,72.587,4.5386,Good
Toys,Rpet Tray,Recycled Plastic,Dolls,Medium,10.6,12,70,75,25.57,2,21.0,2.4123,94.975,62.127,3.2798,Good
Home Appliances,Wood Wool Cushioning,Natural Fiber,Electric Kettle,Low,8.44,85,27,89,54.68,1,79.0,6.4787,86.504,74.243,4.0196,Good
Cosmetics,Duplex Board,Cardboard,Lip Gloss,Medium,21.28,69,44,86,43.3,2,62.5,2.0348,95.761,77.524,3.791,Excellent
Construction,Jute Sack,Natural Fiber,Caulk,High,24.19,90,23,89,54.59,3,83.5,2.2567,95.299,91.125,4.018,Excellent
Toys,Molded Pulp,Paper,Toy Cars,Medium,11.03,78,34,94,4.51,2,72.0,0.4089,99.148,83.22,1.7066,Excellent
Cosmetics,Recycled Cardboard Box,Recycled Cardboard,Nail Polish,High,44.93,69,40,95,9.15,3,64.5,0.2037,99.576,87.994,2.3175,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Socks,High,50.07,75,35,94,12.28,3,70.0,0.2453,99.489,89.372,2.5863,Excellent
Home Appliances,Corrugated Cardboard,Cardboard,Air Purifier,High,56.03,71,38,91,11.58,3,66.5,0.2067,99.569,87.592,2.5321,Excellent
Electronics,Wheat Straw Pulp Box,Agricultural Waste,Hard Drive,Medium,6.59,87,19,84,19.37,2,84.0,2.9393,93.877,83.003,3.0141,Excellent
Construction,Tin Container,Metal,Concrete Hardener,High,16.66,17,74,95,51.51,3,21.5,3.0918,93.559,73.59,3.961,Good
Cosmetics,Bamboo Container,Natural Fiber,Foot Cream,High,16.88,88,21,78,17.1,3,83.5,1.013,97.89,89.022,2.8959,Excellent
Furniture,Kraft Paper,Paper,Folding Table,Medium,13.95,64,42,87,0.97,2,61.0,0.0695,99.855,78.347,0.678,Excellent
Furniture,Corrugated Cardboard,Cardboard,Shoe Rack,High,46.83,67,37,92,1.11,3,65.0,0.0237,99.951,87.488,0.7467,Excellent
Textiles,Recycled Kraft Paper,Paper,Fabric Rolls,Medium,12.07,72,36,86,24.61,2,68.0,2.0389,95.753,79.172,3.243,Excellent
Furniture,Honeycomb Board,Cardboard,Dressing Table,High,35.72,72,41,89,1.66,3,65.5,0.0465,99.903,86.876,0.9783,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Tv Unit,High,48.54,71,39,94,24.82,3,66.0,0.5113,98.935,88.034,3.2511,Excellent
Healthcare,Molded Pulp,Paper,Syrups,Medium,11.42,81,32,91,1.99,2,74.5,0.1743,99.637,83.343,1.0953,Excellent
Toys,Sbs Board,Cardboard,Football,Medium,20.36,68,41,86,3.2,2,63.5,0.1572,99.673,78.802,1.4351,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Badminton Set,High,45.43,72,38,92,15.58,3,67.0,0.3429,99.286,87.922,2.8082,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Water Purifier,Low,3.22,90,23,75,7.52,1,83.5,2.3354,95.135,74.25,2.1424,Good
Furniture,Molded Pulp,Paper,Shoe Rack,Medium,9.99,80,36,90,2.28,2,72.0,0.2282,99.525,82.315,1.1878,Excellent
Toys,Bamboo Container,Natural Fiber,Building Blocks,High,13.12,87,20,81,8.95,3,83.5,0.6822,98.579,89.945,2.2976,Excellent
Home Appliances,Molded Pulp,Paper,Electric Kettle,Medium,11.42,75,35,89,4.49,2,70.0,0.3932,99.181,81.379,1.7029,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Blankets,High,48.81,69,41,93,5.8,3,64.0,0.1188,99.753,87.388,1.9169,Excellent
Construction,Corrugated Cardboard,Cardboard,Cement Bags,High,56.84,70,39,93,57.26,3,65.5,1.0074,97.901,87.375,4.0649,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Smart Watch,Low,7.18,82,27,91,83.55,1,77.5,11.6365,75.759,71.606,4.4373,Good
Electronics,Hemp Fiber Bag,Natural Fiber,Led Bulb,Medium,13.03,89,20,89,19.52,2,84.5,1.4981,96.879,85.153,3.0214,Excellent
Food,Kraft Paper,Paper,Chocolate,Medium,14.49,64,48,82,1.56,2,58.0,0.1077,99.776,76.177,0.94,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Bamboo Toys,High,49.58,73,39,93,1.37,3,67.0,0.0276,99.943,88.336,0.8629,Excellent
Furniture,Wood Wool Cushioning,Natural Fiber,Wardrobe,Low,8.0,83,24,88,53.42,1,79.5,6.6775,86.09,74.039,3.9967,Good
Automotive,Kraft Paper,Paper,Engine Oil,Medium,17.16,65,44,83,1.76,2,60.5,0.1026,99.786,77.18,1.0152,Excellent
Textiles,Corrugated Cardboard,Cardboard,Kurta,High,43.06,70,42,90,24.74,3,64.0,0.5745,98.803,86.401,3.248,Excellent
Cosmetics,Glass Vial,Glass,Compact Powder,Medium,5.21,42,55,97,40.32,2,43.5,7.739,83.878,71.603,3.7213,Good
Home Appliances,Corn Starch Foam,Bioplastic,Iron Box,Low,3.25,90,20,75,17.89,1,85.0,5.5046,88.533,73.05,2.9386,Good
Home Appliances,Corn Starch Foam,Bioplastic,Vacuum Cleaner,Low,2.88,86,21,73,6.13,1,82.5,2.1285,95.566,73.558,1.9643,Good
Furniture,Recycled Cardboard Box,Recycled Cardboard,Cabinet,High,42.5,70,38,95,12.4,3,66.0,0.2918,99.392,88.398,2.5953,Excellent
Electronics,Recycled Cardboard Box,Recycled Cardboard,Usb Charger,High,48.21,75,38,90,4.35,3,68.5,0.0902,99.812,88.003,1.6771,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Underwear,High,48.69,73,38,89,0.98,3,67.5,0.0201,99.958,87.489,0.6831,Excellent
Food,Areca Nut Leaf Box,Natural Fiber,Tomato Ketchup,Medium,5.08,94,13,93,36.35,2,90.5,7.1555,85.094,85.007,3.6203,Excellent
Home Appliances,Corrugated Cardboard,Cardboard,Ceiling Fan,High,55.33,68,37,91,6.94,3,65.5,0.1254,99.739,87.335,2.0719,Excellent
Food,Sugarcane Bottle,Bioplastic,Baby Food,Medium,9.01,87,29,73,40.85,2,79.0,4.5339,90.555,77.922,3.7341,Excellent
Textiles,Jute Sack,Natural Fiber,Embroidered Kurti,High,21.86,90,19,90,4.07,3,85.5,0.1862,99.612,93.053,1.6233,Excellent
Furniture,Wood Wool Cushioning,Natural Fiber,Sofa,Low,8.0,86,27,91,3.91,1,79.5,0.4888,98.982,78.012,1.5913,Excellent
Electronics,Honeycomb Board,Cardboard,Mouse,High,34.09,70,35,90,31.57,3,67.5,0.9261,98.071,87.268,3.4834,Excellent
Electronics,Molded Pulp,Paper,Keyboard,Medium,10.29,77,36,94,8.95,2,70.5,0.8698,98.188,82.53,2.2976,Excellent
Electronics,Corn Starch Foam,Bioplastic,Webcam,Low,2.62,85,20,69,3.67,1,82.5,1.4008,97.082,72.937,1.5412,Good
Textiles,Hemp Fiber Bag,Natural Fiber,Woolen Sweater,Medium,12.71,88,20,90,8.79,2,84.0,0.6916,98.559,85.673,2.2814,Excellent
Automotive,Steel Can,Metal,Timing Belt,High,21.86,21,78,97,67.87,3,21.5,3.1048,93.532,74.083,4.2322,Good
Home Appliances,Corrugated Cardboard,Cardboard,Induction Cooktop,High,54.98,72,37,90,5.35,3,67.5,0.0973,99.797,87.699,1.8485,Excellent
Construction,Steel Can,Metal,Epoxy Filler,High,22.14,20,77,95,56.12,3,21.5,2.5348,94.72,73.88,4.0452,Good
Textiles,Kraft Paper,Paper,Cotton T-Shirt,Medium,13.56,65,42,87,5.66,2,61.5,0.4174,99.13,78.316,1.8961,Excellent
Construction,Aluminum Can,Metal,Cement Bags,High,10.32,19,69,99,86.25,3,25.0,8.3576,82.59,72.898,4.4688,Good
Textiles,Jute Sack,Natural Fiber,Cotton T-Shirt,High,21.92,91,21,88,59.56,3,85.0,2.7172,94.34,91.085,4.1036,Excellent
Textiles,Cotton Bag,Natural Fiber,Silk Dupatta,Medium,10.16,90,24,83,54.46,2,83.0,5.3602,88.834,81.192,4.0157,Excellent
Electronics,Honeycomb Board,Cardboard,Mouse,High,43.29,74,35,93,3.9,3,69.5,0.0901,99.812,89.053,1.5892,Excellent
Construction,Tin Container,Metal,Cement Bags,High,14.19,22,72,95,118.57,3,25.0,8.3559,82.593,71.898,4.7839,Good
Furniture,Molded Pulp,Paper,Side Table,Medium,8.85,76,36,89,4.11,2,70.0,0.4644,99.033,81.342,1.6312,Excellent
Toys,Molded Pulp,Paper,Soft Toys,Medium,8.51,76,32,92,19.78,2,72.0,2.3243,95.158,81.723,3.034,Excellent
Cosmetics,Frosted Glass Bottle,Glass,Deodorant,High,26.85,33,53,96,25.9,3,40.0,0.9646,97.991,80.498,3.2921,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Folding Table,High,51.32,73,36,89,0.97,3,68.5,0.0189,99.961,87.79,0.678,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Card Game,High,39.95,75,37,94,2.07,3,69.0,0.0518,99.892,89.173,1.1217,Excellent
Food,Corn Starch Foam,Bioplastic,Vinegar,Low,3.14,84,21,74,84.09,1,81.5,26.7803,44.212,60.67,4.4437,Good
Cosmetics,Amber Glass Bottle,Glass,Foot Cream,High,29.45,32,59,96,82.96,3,36.5,2.817,94.132,78.483,4.4303,Excellent
Textiles,Recycled Cardboard Box,Recycled Cardboard,Jacket,High,45.77,72,41,89,3.54,3,65.5,0.0773,99.839,86.86,1.5129,Excellent
Construction,Hemp Fiber Bag,Natural Fiber,Putty,Medium,11.99,88,17,84,41.39,2,85.5,3.452,92.809,83.186,3.7469,Excellent
Electronics,Honeycomb Board,Cardboard,Tablet,High,34.99,69,38,94,41.04,3,65.5,1.1729,97.557,87.539,3.7386,Excellent
Construction,Kraft Paper,Paper,Waterproofing Chemical,Medium,14.87,62,48,84,3.83,2,57.0,0.2576,99.463,76.299,1.5748,Excellent
Toys,Pla Bioplastic,Bioplastic,Dolls,Medium,7.2,83,25,67,72.7,2,79.0,10.0972,78.966,73.525,4.3,Good
Cosmetics,Duplex Board,Cardboard,Exfoliating Scrub,Medium,20.88,65,39,85,3.53,2,63.0,0.1691,99.648,78.395,1.5107,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Table Fan,High,40.13,73,37,91,8.96,3,68.0,0.2233,99.535,88.034,2.2986,Excellent
Construction,Jute Sack,Natural Fiber,Grout,High,25.41,91,20,87,10.68,3,85.5,0.4203,99.124,92.181,2.4579,Excellent
Cosmetics,Cork Packaging,Natural Material,Bath Salts,Medium,10.89,91,20,83,19.39,2,85.5,1.7805,96.291,83.806,3.015,Excellent
Home Appliances,Wood Wool Cushioning,Natural Fiber,Water Purifier,Low,8.42,82,28,85,2.67,1,77.0,0.3171,99.339,75.851,1.3002,Excellent
Automotive,Tin Container,Metal,Coolant,High,13.18,22,70,97,35.63,3,26.0,2.7033,94.369,75.642,3.6009,Excellent
Food,Seed Paper,Paper,Fruit Juice,Low,5.33,94,13,89,26.74,1,90.5,5.0169,89.549,78.454,3.3229,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Salwar Kameez,Medium,10.36,89,22,84,63.18,2,83.5,6.0985,87.296,81.207,4.1617,Excellent
Textiles,Kraft Paper,Paper,School Uniform,Medium,17.1,63,46,82,25.64,2,58.5,1.4994,96.877,75.603,3.2824,Excellent
Healthcare,Sbs Board,Cardboard,Nasal Spray,Medium,15.48,66,42,85,23.61,2,62.0,1.5252,96.823,77.389,3.2032,Excellent
Furniture,Wood Wool Cushioning,Natural Fiber,Bar Stool,Low,8.58,84,27,85,18.62,1,78.5,2.1702,95.479,75.336,2.9765,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Pressure Cooker,Low,3.22,85,21,71,7.07,1,82.0,2.1957,95.426,72.873,2.0882,Good
Construction,Corrugated Cardboard,Cardboard,Concrete Hardener,High,48.88,73,37,93,45.16,3,68.0,0.9239,98.075,88.169,3.8321,Excellent
Home Appliances,Wheat Straw Pulp Box,Agricultural Waste,Ceiling Fan,Medium,6.71,92,25,87,3.49,2,83.5,0.5201,98.917,84.863,1.5019,Excellent
Home Appliances,Honeycomb Board,Cardboard,Oven,High,38.41,72,35,90,5.41,3,68.5,0.1408,99.707,87.977,1.8579,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Stand Mixer,High,44.49,69,39,90,45.54,3,65.0,1.0236,97.868,86.467,3.8403,Excellent
Toys,Bamboo Container,Natural Fiber,Building Blocks,High,15.23,88,20,78,29.77,3,84.0,1.9547,95.928,88.682,3.4265,Excellent
Electronics,Molded Pulp,Paper,Tablet,Medium,9.97,76,33,89,1.87,2,71.5,0.1876,99.609,81.936,1.0543,Excellent
Automotive,Corrugated Cardboard,Cardboard,Car Wax,High,52.39,72,38,93,16.12,3,67.0,0.3077,99.359,88.19,2.8402,Excellent
Healthcare,Recycled Cardboard Box,Recycled Cardboard,Ayurvedic Oil,High,41.54,71,39,91,2.79,3,66.0,0.0672,99.86,87.515,1.3324,Excellent
Healthcare,Glassine Paper,Paper,Insulin,Low,6.49,64,52,80,14.35,1,56.0,2.2111,95.394,67.315,2.7311,Good
Automotive,Steel Can,Metal,Seat Covers,High,18.21,20,78,93,6.95,3,21.0,0.3817,99.205,74.351,2.0732,Good
Textiles,Kraft Paper,Paper,School Uniform,Medium,14.62,66,48,87,28.73,2,59.0,1.9651,95.906,76.76,3.3922,Excellent
Construction,Steel Can,Metal,Primer,High,20.45,16,78,95,24.61,3,19.0,1.2034,97.493,73.823,3.243,Good
Food,Cassava Bag,Bioplastic,Tea,Low,2.82,91,15,89,50.63,1,88.0,17.9539,62.599,70.966,3.9441,Good
Furniture,Molded Pulp,Paper,Study Table,Medium,8.57,76,37,94,5.74,2,69.5,0.6698,98.605,82.335,1.9081,Excellent
Textiles,Pineapple Fiber Bag,Natural Fiber,Linen Shirt,Medium,8.13,88,18,88,36.6,2,85.0,4.5018,90.622,83.489,3.627,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Router,Low,9.08,83,28,90,3.63,1,77.5,0.3998,99.167,77.208,1.5326,Excellent
Automotive,Jute Sack,Natural Fiber,Engine Oil,High,28.23,90,20,89,5.33,3,85.0,0.1888,99.607,92.652,1.8453,Excellent
Healthcare,Amber Glass Bottle,Glass,Blood Glucose Strips,High,29.17,31,59,95,11.28,3,36.0,0.3867,99.194,79.348,2.508,Excellent
Electronics,Wheat Straw Pulp Box,Agricultural Waste,Mobile Phone,Medium,6.26,91,23,87,5.66,2,84.0,0.9042,98.116,84.812,1.8961,Excellent
Furniture,Jute Sack,Natural Fiber,Chair,High,25.7,91,25,85,2.85,3,83.0,0.1109,99.769,91.092,1.3481,Excellent
Automotive,Molded Pulp,Paper,Coolant,Medium,11.28,77,33,91,19.22,2,72.0,1.7039,96.45,81.796,3.0067,Excellent
Electronics,Molded Pulp,Paper,Calculator,Medium,8.98,76,38,92,0.8,2,69.0,0.0891,99.814,81.987,0.5878,Excellent
Cosmetics,Aluminum Tube,Metal,Exfoliating Scrub,Medium,4.54,22,73,88,25.77,2,24.5,5.6762,88.176,64.727,3.2873,Good
Food,Clear Glass Bottle,Glass,Chili Powder,High,34.13,34,56,97,36.53,3,39.0,1.0703,97.77,80.392,3.6251,Excellent
Construction,Aluminum Can,Metal,Putty,High,11.32,18,72,98,19.07,3,23.0,1.6846,96.491,75.523,2.9992,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Bonding Agent,High,49.62,69,36,93,40.12,3,66.5,0.8085,98.316,87.779,3.7165,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Induction Cooktop,Low,2.77,90,20,74,5.95,1,85.0,2.148,95.525,74.548,1.9387,Good
Food,Wheat Straw Pulp Box,Agricultural Waste,Cookies,Medium,7.6,92,24,85,3.47,2,84.0,0.4566,99.049,84.546,1.4974,Excellent
Furniture,Molded Pulp,Paper,Bar Stool,Medium,9.69,79,34,95,13.91,2,72.5,1.4355,97.01,83.086,2.702,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Led Strip,Medium,10.32,88,17,90,17.83,2,85.5,1.7277,96.401,85.584,2.9355,Excellent
Food,Seed Paper,Paper,Beer,Low,4.31,98,9,93,2.74,1,94.5,0.6357,98.676,82.936,1.3191,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Primer,High,50.68,75,36,90,3.66,3,69.5,0.0722,99.85,88.312,1.539,Excellent
Construction,Tin Container,Metal,Concrete Hardener,High,13.01,18,74,94,140.24,3,22.0,10.7794,77.545,69.486,4.9505,Good
Electronics,Hemp Fiber Bag,Natural Fiber,Tablet,Medium,13.36,92,19,84,18.94,2,86.5,1.4177,97.047,84.545,2.9927,Excellent
Furniture,Cork Packaging,Natural Material,Bean Bag,Medium,10.74,86,19,82,34.92,2,83.5,3.2514,93.227,82.19,3.5813,Excellent
Textiles,Pineapple Fiber Bag,Natural Fiber,Denim Jeans,Medium,8.48,90,19,83,16.63,2,85.5,1.9611,95.915,83.712,2.8696,Excellent
Furniture,Jute Sack,Natural Fiber,Shoe Rack,High,26.07,88,22,91,46.7,3,83.0,1.7913,96.268,91.717,3.8649,Excellent
Food,Glass Jar,Glass,Cookies,High,26.83,37,55,96,37.42,3,41.0,1.3947,97.095,80.574,3.6486,Excellent
Healthcare,Recycled Glass Jar,Recycled Glass,Ayurvedic Oil,High,21.02,36,49,94,31.9,3,43.5,1.5176,96.839,80.76,3.4935,Excellent
Cosmetics,Glass Vial,Glass,Face Wash,Medium,5.5,37,52,97,14.23,2,42.5,2.5873,94.61,73.986,2.7233,Good
Furniture,Honeycomb Board,Cardboard,Coffee Table,High,45.56,70,35,89,2.74,3,67.5,0.0601,99.875,87.469,1.3191,Excellent
Toys,Kraft Paper,Paper,Card Game,Medium,13.81,62,48,87,29.13,2,57.0,2.1093,95.606,76.085,3.4055,Excellent
Healthcare,Recycled Glass Jar,Recycled Glass,Vitamins,High,19.26,40,51,94,15.68,3,44.5,0.8141,98.304,81.426,2.8142,Excellent
